dx,days_since_index,n
36501,-244,1
36501,-243,3
36501,-242,1
36501,-241,4
36501,-240,2
36501,-239,4
36501,-238,2
36501,-237,2
36501,-236,1
36501,-235,3
36501,-234,0
36501,-233,0
36501,-232,3
36501,-231,2
36501,-230,1
36501,-229,4
36501,-228,3
36501,-227,5
36501,-226,1
36501,-225,2
36501,-224,1
36501,-223,4
36501,-222,1
36501,-221,1
36501,-220,2
36501,-219,1
36501,-218,2
36501,-217,4
36501,-216,0
36501,-215,0
36501,-214,5
36501,-213,2
36501,-212,0
36501,-211,2
36501,-210,3
36501,-209,2
36501,-208,0
36501,-207,3
36501,-206,4
36501,-205,3
36501,-204,3
36501,-203,0
36501,-202,0
36501,-201,3
36501,-200,1
36501,-199,0
36501,-198,1
36501,-197,3
36501,-196,3
36501,-195,0
36501,-194,0
36501,-193,1
36501,-192,0
36501,-191,2
36501,-190,3
36501,-189,2
36501,-188,1
36501,-187,3
36501,-186,1
36501,-185,1
36501,-184,0
36501,-183,1
36501,-182,1
36501,-181,1
36501,-180,2
36501,-179,3
36501,-178,1
36501,-177,3
36501,-176,2
36501,-175,1
36501,-174,1
36501,-173,1
36501,-172,2
36501,-171,2
36501,-170,2
36501,-169,0
36501,-168,2
36501,-167,1
36501,-166,2
36501,-165,1
36501,-164,1
36501,-163,2
36501,-162,2
36501,-161,0
36501,-160,4
36501,-159,0
36501,-158,1
36501,-157,0
36501,-156,1
36501,-155,3
36501,-154,1
36501,-153,0
36501,-152,0
36501,-151,3
36501,-150,3
36501,-149,2
36501,-148,1
36501,-147,0
36501,-146,3
36501,-145,1
36501,-144,3
36501,-143,1
36501,-142,1
36501,-141,0
36501,-140,3
36501,-139,1
36501,-138,4
36501,-137,2
36501,-136,0
36501,-135,2
36501,-134,1
36501,-133,2
36501,-132,2
36501,-131,0
36501,-130,0
36501,-129,2
36501,-128,1
36501,-127,1
36501,-126,1
36501,-125,3
36501,-124,4
36501,-123,1
36501,-122,3
36501,-121,0
36501,-120,3
36501,-119,4
36501,-118,4
36501,-117,0
36501,-116,1
36501,-115,0
36501,-114,4
36501,-113,0
36501,-112,2
36501,-111,2
36501,-110,3
36501,-109,2
36501,-108,2
36501,-107,0
36501,-106,0
36501,-105,1
36501,-104,0
36501,-103,4
36501,-102,0
36501,-101,0
36501,-100,2
36501,-99,2
36501,-98,3
36501,-97,2
36501,-96,1
36501,-95,1
36501,-94,2
36501,-93,2
36501,-92,1
36501,-91,2
36501,-90,0
36501,-89,0
36501,-88,2
36501,-87,0
36501,-86,3
36501,-85,2
36501,-84,0
36501,-83,2
36501,-82,4
36501,-81,3
36501,-80,1
36501,-79,0
36501,-78,1
36501,-77,2
36501,-76,4
36501,-75,0
36501,-74,4
36501,-73,4
36501,-72,2
36501,-71,2
36501,-70,0
36501,-69,0
36501,-68,0
36501,-67,4
36501,-66,5
36501,-65,1
36501,-64,5
36501,-63,1
36501,-62,2
36501,-61,2
36501,-60,3
36501,-59,4
36501,-58,4
36501,-57,0
36501,-56,4
36501,-55,2
36501,-54,1
36501,-53,5
36501,-52,1
36501,-51,1
36501,-50,3
36501,-49,2
36501,-48,1
36501,-47,3
36501,-46,1
36501,-45,3
36501,-44,1
36501,-43,4
36501,-42,6
36501,-41,0
36501,-40,1
36501,-39,2
36501,-38,6
36501,-37,2
36501,-36,2
36501,-35,2
36501,-34,3
36501,-33,4
36501,-32,3
36501,-31,2
36501,-30,3
36501,-29,0
36501,-28,6
36501,-27,7
36501,-26,2
36501,-25,2
36501,-24,5
36501,-23,3
36501,-22,1
36501,-21,1
36501,-20,3
36501,-19,0
36501,-18,0
36501,-17,5
36501,-16,2
36501,-15,1
36501,-14,1
36501,-13,1
36501,-12,4
36501,-11,4
36501,-10,4
36501,-9,0
36501,-8,1
36501,-7,2
36501,-6,4
36501,-5,4
36501,-4,4
36501,-3,1
36501,-2,1
36501,-1,5
36511,-365,5
36511,-364,7
36511,-363,4
36511,-362,2
36511,-361,6
36511,-360,2
36511,-359,5
36511,-358,7
36511,-357,6
36511,-356,2
36511,-355,6
36511,-354,2
36511,-353,0
36511,-352,4
36511,-351,4
36511,-350,4
36511,-349,2
36511,-348,6
36511,-347,0
36511,-346,5
36511,-345,4
36511,-344,3
36511,-343,5
36511,-342,5
36511,-341,6
36511,-340,2
36511,-339,4
36511,-338,7
36511,-337,3
36511,-336,0
36511,-335,10
36511,-334,5
36511,-333,4
36511,-332,6
36511,-331,7
36511,-330,5
36511,-329,0
36511,-328,1
36511,-327,4
36511,-326,7
36511,-325,7
36511,-324,8
36511,-323,1
36511,-322,4
36511,-321,0
36511,-320,3
36511,-319,4
36511,-318,3
36511,-317,3
36511,-316,4
36511,-315,4
36511,-314,4
36511,-313,4
36511,-312,5
36511,-311,8
36511,-310,2
36511,-309,3
36511,-308,1
36511,-307,4
36511,-306,7
36511,-305,6
36511,-304,8
36511,-303,4
36511,-302,1
36511,-301,7
36511,-300,1
36511,-299,4
36511,-298,4
36511,-297,2
36511,-296,4
36511,-295,5
36511,-294,3
36511,-293,7
36511,-292,6
36511,-291,2
36511,-290,5
36511,-289,4
36511,-288,5
36511,-287,6
36511,-286,6
36511,-285,3
36511,-284,5
36511,-283,2
36511,-282,2
36511,-281,5
36511,-280,5
36511,-279,7
36511,-278,5
36511,-277,3
36511,-276,5
36511,-275,6
36511,-274,0
36511,-273,5
36511,-272,5
36511,-271,7
36511,-270,0
36511,-269,8
36511,-268,4
36511,-267,2
36511,-266,1
36511,-265,3
36511,-264,4
36511,-263,4
36511,-262,2
36511,-261,7
36511,-260,7
36511,-259,5
36511,-258,4
36511,-257,1
36511,-256,2
36511,-255,0
36511,-254,1
36511,-253,0
36511,-252,8
36511,-251,4
36511,-250,4
36511,-249,4
36511,-248,4
36511,-247,6
36511,-246,4
36511,-245,5
36511,-244,5
36511,-243,2
36511,-242,2
36511,-241,7
36511,-240,5
36511,-239,3
36511,-238,1
36511,-237,6
36511,-236,3
36511,-235,6
36511,-234,4
36511,-233,7
36511,-232,7
36511,-231,4
36511,-230,1
36511,-229,7
36511,-228,6
36511,-227,0
36511,-226,3
36511,-225,10
36511,-224,3
36511,-223,6
36511,-222,1
36511,-221,7
36511,-220,3
36511,-219,0
36511,-218,1
36511,-217,1
36511,-216,5
36511,-215,5
36511,-214,1
36511,-213,1
36511,-212,2
36511,-211,0
36511,-210,4
36511,-209,7
36511,-208,6
36511,-207,3
36511,-206,4
36511,-205,6
36511,-204,4
36511,-203,6
36511,-202,4
36511,-201,3
36511,-200,0
36511,-199,7
36511,-198,6
36511,-197,6
36511,-196,4
36511,-195,6
36511,-194,6
36511,-193,3
36511,-192,0
36511,-191,4
36511,-190,8
36511,-189,6
36511,-188,5
36511,-187,0
36511,-186,5
36511,-185,4
36511,-184,7
36511,-183,0
36511,-182,4
36511,-181,0
36511,-180,1
36511,-179,0
36511,-178,8
36511,-177,7
36511,-176,8
36511,-175,4
36511,-174,4
36511,-173,4
36511,-172,9
36511,-171,4
36511,-170,5
36511,-169,5
36511,-168,1
36511,-167,1
36511,-166,0
36511,-165,4
36511,-164,1
36511,-163,3
36511,-162,0
36511,-161,7
36511,-160,1
36511,-159,6
36511,-158,4
36511,-157,2
36511,-156,7
36511,-155,3
36511,-154,8
36511,-153,4
36511,-152,5
36511,-151,3
36511,-150,3
36511,-149,6
36511,-148,7
36511,-147,3
36511,-146,5
36511,-145,0
36511,-144,2
36511,-143,8
36511,-142,6
36511,-141,4
36511,-140,8
36511,-139,1
36511,-138,4
36511,-137,6
36511,-136,8
36511,-135,5
36511,-134,0
36511,-133,6
36511,-132,9
36511,-131,6
36511,-130,8
36511,-129,1
36511,-128,5
36511,-127,5
36511,-126,8
36511,-125,8
36511,-124,9
36511,-123,9
36511,-122,7
36511,-121,3
36511,-120,11
36511,-119,9
36511,-118,4
36511,-117,1
36511,-116,4
36511,-115,2
36511,-114,4
36511,-113,0
36511,-112,1
36511,-111,13
36511,-110,0
36511,-109,5
36511,-108,1
36511,-107,4
36511,-106,0
36511,-105,3
36511,-104,4
36511,-103,2
36511,-102,4
36511,-101,1
36511,-100,3
36511,-99,9
36511,-98,4
36511,-97,5
36511,-96,4
36511,-95,0
36511,-94,6
36511,-93,2
36511,-92,2
36511,-91,5
36511,-90,7
36511,-89,4
36511,-88,9
36511,-87,3
36511,-86,2
36511,-85,4
36511,-84,6
36511,-83,4
36511,-82,5
36511,-81,6
36511,-80,8
36511,-79,1
36511,-78,5
36511,-77,8
36511,-76,7
36511,-75,5
36511,-74,8
36511,-73,0
36511,-72,7
36511,-71,4
36511,-70,3
36511,-69,3
36511,-68,8
36511,-67,1
36511,-66,9
36511,-65,2
36511,-64,5
36511,-63,6
36511,-62,6
36511,-61,3
36511,-60,7
36511,-59,6
36511,-58,8
36511,-57,3
36511,-56,3
36511,-55,11
36511,-54,8
36511,-53,7
36511,-52,2
36511,-51,7
36511,-50,3
36511,-49,4
36511,-48,5
36511,-47,2
36511,-46,3
36511,-45,2
36511,-44,2
36511,-43,5
36511,-42,0
36511,-41,5
36511,-40,5
36511,-39,7
36511,-38,2
36511,-37,8
36511,-36,3
36511,-35,2
36511,-34,7
36511,-33,0
36511,-32,5
36511,-31,10
36511,-30,4
36511,-29,5
36511,-28,4
36511,-27,3
36511,-26,4
36511,-25,3
36511,-24,6
36511,-23,3
36511,-22,7
36511,-21,8
36511,-20,2
36511,-19,4
36511,-18,2
36511,-17,3
36511,-16,4
36511,-15,3
36511,-14,3
36511,-13,5
36511,-12,5
36511,-11,4
36511,-10,5
36511,-9,5
36511,-8,5
36511,-7,5
36511,-6,5
36511,-5,4
36511,-4,5
36511,-3,5
36511,-2,4
36511,-1,5
36610,-365,0
36610,-364,0
36610,-363,2
36610,-362,2
36610,-361,2
36610,-360,1
36610,-359,2
36610,-358,1
36610,-357,4
36610,-356,0
36610,-355,1
36610,-354,2
36610,-353,2
36610,-352,1
36610,-351,2
36610,-350,1
36610,-349,2
36610,-348,0
36610,-347,2
36610,-346,3
36610,-345,2
36610,-344,0
36610,-343,1
36610,-342,0
36610,-341,1
36610,-340,0
36610,-339,2
36610,-338,0
36610,-337,1
36610,-336,3
36610,-335,0
36610,-334,1
36610,-333,0
36610,-332,2
36610,-331,3
36610,-330,0
36610,-329,2
36610,-328,0
36610,-327,1
36610,-326,2
36610,-325,0
36610,-324,0
36610,-323,0
36610,-322,1
36610,-321,0
36610,-320,0
36610,-319,0
36610,-318,1
36610,-317,0
36610,-316,0
36610,-315,0
36610,-314,2
36610,-313,1
36610,-312,2
36610,-311,2
36610,-310,1
36610,-309,1
36610,-308,1
36610,-307,2
36610,-306,1
36610,-305,3
36610,-304,3
36610,-303,3
36610,-302,3
36610,-301,0
36610,-300,2
36610,-299,0
36610,-298,3
36610,-297,2
36610,-296,1
36610,-295,2
36610,-294,1
36610,-293,2
36610,-292,0
36610,-291,0
36610,-290,0
36610,-289,2
36610,-288,2
36610,-287,1
36610,-286,0
36610,-285,1
36610,-284,1
36610,-283,1
36610,-282,4
36610,-281,0
36610,-280,3
36610,-279,1
36610,-278,2
36610,-277,0
36610,-276,2
36610,-275,2
36610,-274,3
36610,-273,1
36610,-272,0
36610,-271,3
36610,-270,2
36610,-269,1
36610,-268,3
36610,-267,1
36610,-266,1
36610,-265,0
36610,-264,1
36610,-263,0
36610,-262,1
36610,-261,1
36610,-260,4
36610,-259,2
36610,-258,2
36610,-257,0
36610,-256,0
36610,-255,3
36610,-254,1
36610,-253,0
36610,-252,2
36610,-251,2
36610,-250,0
36610,-249,2
36610,-248,0
36610,-247,3
36610,-246,0
36610,-245,2
36610,-244,0
36610,-243,1
36610,-242,2
36610,-241,0
36610,-240,0
36610,-239,0
36610,-238,1
36610,-237,2
36610,-236,4
36610,-235,1
36610,-234,2
36610,-233,0
36610,-232,3
36610,-231,2
36610,-230,1
36610,-229,0
36610,-228,0
36610,-227,0
36610,-226,0
36610,-225,2
36610,-224,1
36610,-223,2
36610,-222,3
36610,-221,1
36610,-220,0
36610,-219,0
36610,-218,1
36610,-217,0
36610,-216,2
36610,-215,0
36610,-214,0
36610,-213,2
36610,-212,3
36610,-211,2
36610,-210,0
36610,-209,0
36610,-208,0
36610,-207,1
36610,-206,0
36610,-205,2
36610,-204,1
36610,-203,2
36610,-202,1
36610,-201,0
36610,-200,0
36610,-199,2
36610,-198,2
36610,-197,2
36610,-196,2
36610,-195,2
36610,-194,0
36610,-193,0
36610,-192,0
36610,-191,1
36610,-190,0
36610,-189,0
36610,-188,2
36610,-187,2
36610,-186,2
36610,-185,3
36610,-184,2
36610,-183,4
36610,-182,1
36610,-181,3
36610,-180,0
36610,-179,0
36610,-178,1
36610,-177,0
36610,-176,0
36610,-175,0
36610,-174,0
36610,-173,0
36610,-172,2
36610,-171,1
36610,-170,0
36610,-169,0
36610,-168,0
36610,-167,4
36610,-166,1
36610,-165,4
36610,-164,0
36610,-163,0
36610,-162,1
36610,-161,0
36610,-160,0
36610,-159,0
36610,-158,3
36610,-157,0
36610,-156,1
36610,-155,1
36610,-154,1
36610,-153,1
36610,-152,0
36610,-151,3
36610,-150,0
36610,-149,2
36610,-148,2
36610,-147,0
36610,-146,2
36610,-145,0
36610,-144,1
36610,-143,3
36610,-142,2
36610,-141,0
36610,-140,0
36610,-139,3
36610,-138,0
36610,-137,2
36610,-136,0
36610,-135,3
36610,-134,1
36610,-133,3
36610,-132,1
36610,-131,0
36610,-130,0
36610,-129,4
36610,-128,0
36610,-127,1
36610,-126,0
36610,-125,1
36610,-124,1
36610,-123,0
36610,-122,1
36610,-121,0
36610,-120,1
36610,-119,2
36610,-118,2
36610,-117,1
36610,-116,0
36610,-115,0
36610,-114,4
36610,-113,1
36610,-112,2
36610,-111,0
36610,-110,0
36610,-109,3
36610,-108,2
36610,-107,2
36610,-106,0
36610,-105,2
36610,-104,1
36610,-103,3
36610,-102,0
36610,-101,1
36610,-100,1
36610,-99,2
36610,-98,2
36610,-97,3
36610,-96,0
36610,-95,4
36610,-94,1
36610,-93,1
36610,-92,2
36610,-91,2
36610,-90,0
36610,-89,1
36610,-88,2
36610,-87,1
36610,-86,0
36610,-85,0
36610,-84,1
36610,-83,1
36610,-82,1
36610,-81,2
36610,-80,3
36610,-79,2
36610,-78,1
36610,-77,2
36610,-76,2
36610,-75,0
36610,-74,0
36610,-73,2
36610,-72,0
36610,-71,4
36610,-70,2
36610,-69,0
36610,-68,1
36610,-67,4
36610,-66,2
36610,-65,2
36610,-64,2
36610,-63,3
36610,-62,1
36610,-61,0
36610,-60,1
36610,-59,1
36610,-58,0
36610,-57,1
36610,-56,0
36610,-55,3
36610,-54,2
36610,-53,1
36610,-52,0
36610,-51,2
36610,-50,2
36610,-49,1
36610,-48,2
36610,-47,2
36610,-46,3
36610,-45,2
36610,-44,1
36610,-43,0
36610,-42,1
36610,-41,1
36610,-40,0
36610,-39,2
36610,-38,0
36610,-37,3
36610,-36,1
36610,-35,1
36610,-34,2
36610,-33,1
36610,-32,3
36610,-31,0
36610,-30,5
36610,-29,0
36610,-28,0
36610,-27,1
36610,-26,1
36610,-25,3
36610,-24,0
36610,-23,0
36610,-22,4
36610,-21,1
36610,-20,0
36610,-19,0
36610,-18,2
36610,-17,1
36610,-16,3
36610,-15,0
36610,-14,1
36610,-13,1
36610,-12,1
36610,-11,2
36610,-10,1
36610,-9,0
36610,-8,1
36610,-7,1
36610,-6,1
36610,-5,0
36610,-4,0
36610,-3,1
36610,-2,0
36610,-1,2
36616,-365,3
36616,-364,5
36616,-363,6
36616,-362,5
36616,-361,4
36616,-360,8
36616,-359,0
36616,-358,7
36616,-357,4
36616,-356,5
36616,-355,2
36616,-354,11
36616,-353,3
36616,-352,3
36616,-351,2
36616,-350,5
36616,-349,7
36616,-348,4
36616,-347,0
36616,-346,12
36616,-345,5
36616,-344,5
36616,-343,5
36616,-342,3
36616,-341,4
36616,-340,7
36616,-339,1
36616,-338,1
36616,-337,4
36616,-336,3
36616,-335,4
36616,-334,6
36616,-333,11
36616,-332,4
36616,-331,4
36616,-330,1
36616,-329,2
36616,-328,4
36616,-327,4
36616,-326,5
36616,-325,8
36616,-324,3
36616,-323,7
36616,-322,3
36616,-321,3
36616,-320,2
36616,-319,5
36616,-318,1
36616,-317,4
36616,-316,1
36616,-315,8
36616,-314,8
36616,-313,3
36616,-312,7
36616,-311,7
36616,-310,6
36616,-309,3
36616,-308,7
36616,-307,5
36616,-306,5
36616,-305,3
36616,-304,5
36616,-303,9
36616,-302,0
36616,-301,1
36616,-300,5
36616,-299,2
36616,-298,1
36616,-297,6
36616,-296,8
36616,-295,0
36616,-294,4
36616,-293,8
36616,-292,5
36616,-291,3
36616,-290,1
36616,-289,8
36616,-288,2
36616,-287,6
36616,-286,3
36616,-285,4
36616,-284,6
36616,-283,8
36616,-282,8
36616,-281,7
36616,-280,3
36616,-279,6
36616,-278,5
36616,-277,2
36616,-276,4
36616,-275,4
36616,-274,9
36616,-273,7
36616,-272,3
36616,-271,2
36616,-270,0
36616,-269,0
36616,-268,10
36616,-267,1
36616,-266,0
36616,-265,7
36616,-264,5
36616,-263,1
36616,-262,4
36616,-261,4
36616,-260,2
36616,-259,3
36616,-258,3
36616,-257,4
36616,-256,2
36616,-255,8
36616,-254,8
36616,-253,4
36616,-252,3
36616,-251,7
36616,-250,3
36616,-249,11
36616,-248,5
36616,-247,6
36616,-246,6
36616,-245,9
36616,-244,4
36616,-243,4
36616,-242,2
36616,-241,6
36616,-240,10
36616,-239,4
36616,-238,0
36616,-237,2
36616,-236,8
36616,-235,5
36616,-234,3
36616,-233,6
36616,-232,4
36616,-231,6
36616,-230,6
36616,-229,7
36616,-228,5
36616,-227,2
36616,-226,5
36616,-225,4
36616,-224,4
36616,-223,1
36616,-222,2
36616,-221,3
36616,-220,7
36616,-219,4
36616,-218,8
36616,-217,4
36616,-216,3
36616,-215,6
36616,-214,3
36616,-213,9
36616,-212,3
36616,-211,2
36616,-210,5
36616,-209,5
36616,-208,7
36616,-207,0
36616,-206,3
36616,-205,2
36616,-204,0
36616,-203,3
36616,-202,2
36616,-201,5
36616,-200,3
36616,-199,3
36616,-198,4
36616,-197,7
36616,-196,5
36616,-195,2
36616,-194,6
36616,-193,2
36616,-192,6
36616,-191,4
36616,-190,2
36616,-189,2
36616,-188,8
36616,-187,4
36616,-186,2
36616,-185,0
36616,-184,1
36616,-183,5
36616,-182,6
36616,-181,3
36616,-180,6
36616,-179,3
36616,-178,4
36616,-177,6
36616,-176,2
36616,-175,3
36616,-174,5
36616,-173,0
36616,-172,2
36616,-171,6
36616,-170,3
36616,-169,4
36616,-168,3
36616,-167,0
36616,-166,4
36616,-165,4
36616,-164,5
36616,-163,6
36616,-162,7
36616,-161,4
36616,-160,3
36616,-159,2
36616,-158,0
36616,-157,4
36616,-156,5
36616,-155,8
36616,-154,0
36616,-153,4
36616,-152,6
36616,-151,2
36616,-150,3
36616,-149,3
36616,-148,8
36616,-147,4
36616,-146,2
36616,-145,6
36616,-144,4
36616,-143,4
36616,-142,2
36616,-141,4
36616,-140,6
36616,-139,7
36616,-138,6
36616,-137,0
36616,-136,4
36616,-135,5
36616,-134,10
36616,-133,2
36616,-132,4
36616,-131,2
36616,-130,0
36616,-129,6
36616,-128,9
36616,-127,8
36616,-126,2
36616,-125,7
36616,-124,9
36616,-123,3
36616,-122,3
36616,-121,1
36616,-120,0
36616,-119,10
36616,-118,5
36616,-117,3
36616,-116,7
36616,-115,11
36616,-114,2
36616,-113,4
36616,-112,0
36616,-111,4
36616,-110,0
36616,-109,7
36616,-108,3
36616,-107,9
36616,-106,5
36616,-105,6
36616,-104,5
36616,-103,6
36616,-102,1
36616,-101,5
36616,-100,3
36616,-99,3
36616,-98,4
36616,-97,5
36616,-96,4
36616,-95,7
36616,-94,3
36616,-93,6
36616,-92,4
36616,-91,7
36616,-90,5
36616,-89,9
36616,-88,3
36616,-87,3
36616,-86,5
36616,-85,11
36616,-84,10
36616,-83,2
36616,-82,4
36616,-81,3
36616,-80,1
36616,-79,7
36616,-78,2
36616,-77,4
36616,-76,3
36616,-75,10
36616,-74,7
36616,-73,9
36616,-72,3
36616,-71,2
36616,-70,5
36616,-69,3
36616,-68,2
36616,-67,2
36616,-66,6
36616,-65,9
36616,-64,6
36616,-63,5
36616,-62,4
36616,-61,4
36616,-60,3
36616,-59,1
36616,-58,5
36616,-57,9
36616,-56,7
36616,-55,5
36616,-54,13
36616,-53,8
36616,-52,7
36616,-51,0
36616,-50,9
36616,-49,7
36616,-48,9
36616,-47,4
36616,-46,5
36616,-45,8
36616,-44,6
36616,-43,0
36616,-42,7
36616,-41,6
36616,-40,6
36616,-39,2
36616,-38,9
36616,-37,5
36616,-36,3
36616,-35,2
36616,-34,5
36616,-33,1
36616,-32,13
36616,-31,3
36616,-30,3
36616,-29,4
36616,-28,0
36616,-27,6
36616,-26,4
36616,-25,9
36616,-24,9
36616,-23,5
36616,-22,5
36616,-21,2
36616,-20,6
36616,-19,7
36616,-18,9
36616,-17,5
36616,-16,8
36616,-15,4
36616,-14,3
36616,-13,5
36616,-12,5
36616,-11,3
36616,-10,4
36616,-9,6
36616,-8,4
36616,-7,10
36616,-6,6
36616,-5,6
36616,-4,7
36616,-3,4
36616,-2,4
36616,-1,7
36653,-365,0
36653,-364,1
36653,-363,1
36653,-362,0
36653,-361,1
36653,-360,0
36653,-359,2
36653,-358,0
36653,-357,2
36653,-356,0
36653,-355,2
36653,-354,3
36653,-353,0
36653,-352,0
36653,-351,0
36653,-350,0
36653,-349,1
36653,-348,2
36653,-347,1
36653,-346,1
36653,-345,0
36653,-344,0
36653,-343,0
36653,-342,0
36653,-341,3
36653,-340,3
36653,-339,0
36653,-338,0
36653,-337,2
36653,-336,0
36653,-335,0
36653,-334,0
36653,-333,2
36653,-332,0
36653,-331,2
36653,-330,1
36653,-329,1
36653,-328,2
36653,-327,4
36653,-326,0
36653,-325,0
36653,-324,0
36653,-323,1
36653,-322,0
36653,-321,0
36653,-320,0
36653,-319,0
36653,-318,2
36653,-317,1
36653,-316,0
36653,-315,2
36653,-314,2
36653,-313,2
36653,-312,2
36653,-311,0
36653,-310,2
36653,-309,1
36653,-308,0
36653,-307,2
36653,-306,1
36653,-305,2
36653,-304,0
36653,-303,3
36653,-302,1
36653,-301,3
36653,-300,0
36653,-299,2
36653,-298,2
36653,-297,1
36653,-296,2
36653,-295,0
36653,-294,1
36653,-293,2
36653,-292,2
36653,-291,3
36653,-290,0
36653,-289,2
36653,-288,1
36653,-287,2
36653,-286,0
36653,-285,0
36653,-284,0
36653,-283,2
36653,-282,0
36653,-281,1
36653,-280,3
36653,-279,0
36653,-278,3
36653,-277,1
36653,-276,2
36653,-275,3
36653,-274,0
36653,-273,2
36653,-272,1
36653,-271,1
36653,-270,3
36653,-269,2
36653,-268,1
36653,-267,1
36653,-266,1
36653,-265,0
36653,-264,1
36653,-263,1
36653,-262,1
36653,-261,1
36653,-260,0
36653,-259,0
36653,-258,2
36653,-257,2
36653,-256,0
36653,-255,1
36653,-254,2
36653,-253,1
36653,-252,0
36653,-251,3
36653,-250,2
36653,-249,3
36653,-248,1
36653,-247,0
36653,-246,1
36653,-245,2
36653,-244,3
36653,-243,2
36653,-242,0
36653,-241,2
36653,-240,0
36653,-239,2
36653,-238,0
36653,-237,2
36653,-236,1
36653,-235,2
36653,-234,0
36653,-233,2
36653,-232,2
36653,-231,1
36653,-230,1
36653,-229,0
36653,-228,2
36653,-227,2
36653,-226,3
36653,-225,3
36653,-224,2
36653,-223,2
36653,-222,1
36653,-221,1
36653,-220,2
36653,-219,2
36653,-218,1
36653,-217,0
36653,-216,0
36653,-215,0
36653,-214,2
36653,-213,4
36653,-212,2
36653,-211,0
36653,-210,1
36653,-209,0
36653,-208,1
36653,-207,1
36653,-206,2
36653,-205,0
36653,-204,2
36653,-203,2
36653,-202,0
36653,-201,2
36653,-200,3
36653,-199,0
36653,-198,0
36653,-197,1
36653,-196,3
36653,-195,1
36653,-194,0
36653,-193,0
36653,-192,4
36653,-191,2
36653,-190,0
36653,-189,1
36653,-188,1
36653,-187,1
36653,-186,4
36653,-185,0
36653,-184,2
36653,-183,1
36653,-182,3
36653,-181,0
36653,-180,1
36653,-179,1
36653,-178,3
36653,-177,0
36653,-176,0
36653,-175,1
36653,-174,1
36653,-173,1
36653,-172,2
36653,-171,0
36653,-170,1
36653,-169,0
36653,-168,2
36653,-167,2
36653,-166,0
36653,-165,0
36653,-164,3
36653,-163,2
36653,-162,1
36653,-161,1
36653,-160,2
36653,-159,1
36653,-158,1
36653,-157,0
36653,-156,0
36653,-155,1
36653,-154,1
36653,-153,0
36653,-152,1
36653,-151,1
36653,-150,0
36653,-149,1
36653,-148,0
36653,-147,0
36653,-146,0
36653,-145,1
36653,-144,1
36653,-143,4
36653,-142,2
36653,-141,2
36653,-140,1
36653,-139,1
36653,-138,2
36653,-137,0
36653,-136,0
36653,-135,0
36653,-134,0
36653,-133,0
36653,-132,2
36653,-131,0
36653,-130,0
36653,-129,0
36653,-128,0
36653,-127,1
36653,-126,1
36653,-125,1
36653,-124,1
36653,-123,3
36653,-122,1
36653,-121,0
36653,-120,1
36653,-119,0
36653,-118,2
36653,-117,1
36653,-116,1
36653,-115,1
36653,-114,1
36653,-113,0
36653,-112,1
36653,-111,1
36653,-110,1
36653,-109,2
36653,-108,1
36653,-107,0
36653,-106,0
36653,-105,0
36653,-104,1
36653,-103,2
36653,-102,0
36653,-101,1
36653,-100,1
36653,-99,2
36653,-98,4
36653,-97,0
36653,-96,1
36653,-95,1
36653,-94,0
36653,-93,2
36653,-92,2
36653,-91,1
36653,-90,0
36653,-89,2
36653,-88,0
36653,-87,0
36653,-86,0
36653,-85,0
36653,-84,0
36653,-83,2
36653,-82,2
36653,-81,1
36653,-80,3
36653,-79,2
36653,-78,4
36653,-77,0
36653,-76,3
36653,-75,1
36653,-74,1
36653,-73,0
36653,-72,0
36653,-71,2
36653,-70,0
36653,-69,3
36653,-68,0
36653,-67,2
36653,-66,0
36653,-65,2
36653,-64,1
36653,-63,0
36653,-62,2
36653,-61,1
36653,-60,0
36653,-59,1
36653,-58,2
36653,-57,0
36653,-56,0
36653,-55,1
36653,-54,4
36653,-53,1
36653,-52,2
36653,-51,4
36653,-50,2
36653,-49,0
36653,-48,0
36653,-47,2
36653,-46,1
36653,-45,0
36653,-44,2
36653,-43,1
36653,-42,2
36653,-41,0
36653,-40,1
36653,-39,0
36653,-38,0
36653,-37,3
36653,-36,2
36653,-35,1
36653,-34,0
36653,-33,2
36653,-32,2
36653,-31,1
36653,-30,2
36653,-29,0
36653,-28,2
36653,-27,4
36653,-26,3
36653,-25,1
36653,-24,2
36653,-23,1
36653,-22,2
36653,-21,3
36653,-20,1
36653,-19,1
36653,-18,0
36653,-17,2
36653,-16,0
36653,-15,1
36653,-14,0
36653,-13,1
36653,-12,3
36653,-11,0
36653,-10,2
36653,-9,0
36653,-8,2
36653,-7,3
36653,-6,4
36653,-5,2
36653,-4,0
36653,-3,0
36653,-2,3
36653,-1,0
3669,-365,1
3669,-364,2
3669,-363,2
3669,-362,1
3669,-361,0
3669,-360,2
3669,-359,1
3669,-358,1
3669,-357,0
3669,-356,0
3669,-355,1
3669,-354,1
3669,-353,0
3669,-352,0
3669,-351,0
3669,-350,1
3669,-349,0
3669,-348,1
3669,-347,0
3669,-346,0
3669,-345,0
3669,-344,2
3669,-343,1
3669,-342,2
3669,-341,1
3669,-340,2
3669,-339,1
3669,-338,2
3669,-337,0
3669,-336,2
3669,-335,0
3669,-334,2
3669,-333,0
3669,-332,1
3669,-331,0
3669,-330,1
3669,-329,0
3669,-328,0
3669,-327,3
3669,-326,0
3669,-325,1
3669,-324,1
3669,-323,0
3669,-322,1
